uid,traj_id,start_time,end_time,node_sequence,time_sequence
38,30,01:42:37,13:56:53,"[21, 78, 6, 21, 162, 21, 6, 4, 126, 15, 126, 6, 21]","[""01:42:37"", ""04:33:23"", ""04:48:24"", ""05:03:24"", ""07:16:26"", ""07:46:26"", ""12:00:44"", ""12:19:46"", ""12:38:52"", ""13:11:50"", ""13:26:51"", ""13:41:52"", ""13:56:53""]"
38,31,01:52:37,11:34:17,"[21, 0, 34, 22, 6, 21, 151, 21]","[""01:52:37"", ""08:25:04"", ""08:40:04"", ""09:10:06"", ""09:40:06"", ""09:55:06"", ""11:01:40"", ""11:34:17""]"
38,32,23:34:10,13:30:32,"[21, 6, 21, 6, 4, 20, 4, 6, 21]","[""23:34:10"", ""05:19:30"", ""05:50:15"", ""10:13:01"", ""10:28:01"", ""10:58:01"", ""11:17:09"", ""13:13:59"", ""13:30:32""]"
38,33,02:38:33,09:22:57,"[21, 6, 4, 21]","[""02:38:33"", ""08:49:04"", ""09:07:56"", ""09:22:57""]"
38,35,01:22:45,09:45:49,"[21, 4, 21]","[""01:22:45"", ""05:47:29"", ""09:45:49""]"
38,36,00:54:41,04:58:16,"[21, 78, 21, 4, 138, 20, 21]","[""00:54:41"", ""01:25:06"", ""03:18:52"", ""03:56:28"", ""04:11:28"", ""04:43:16"", ""04:58:16""]"
38,37,01:43:38,12:39:08,"[21, 6, 4, 21]","[""01:43:38"", ""11:17:38"", ""12:18:38"", ""12:39:08""]"
38,38,02:06:18,12:09:37,"[21, 41, 4, 156, 20, 138, 41, 21, 151, 21, 151]","[""02:06:18"", ""02:53:38"", ""03:42:04"", ""04:15:36"", ""05:15:41"", ""08:34:32"", ""09:04:43"", ""09:55:14"", ""10:59:58"", ""11:14:59"", ""12:09:37""]"
38,42,23:57:45,13:55:28,"[21, 129, 21]","[""23:57:45"", ""13:21:01"", ""13:55:28""]"
38,45,02:08:24,08:22:22,"[21, 0, 21]","[""02:08:24"", ""05:31:07"", ""08:22:22""]"
38,49,00:29:54,03:24:31,"[21, 83, 21]","[""00:29:54"", ""01:51:36"", ""03:24:31""]"
38,55,00:47:16,14:45:19,"[21, 20, 22, 49, 83, 21]","[""00:47:16"", ""06:15:00"", ""06:30:00"", ""07:27:25"", ""07:42:25"", ""14:45:19""]"
38,58,11:06:29,13:29:22,"[21, 151, 21]","[""11:06:29"", ""13:14:22"", ""13:29:22""]"
38,62,08:41:54,09:55:12,"[21, 4]","[""08:41:54"", ""09:55:12""]"
38,69,04:16:54,11:52:27,"[21, 20, 157, 138, 21, 78, 21]","[""04:16:54"", ""05:57:50"", ""06:12:51"", ""07:11:46"", ""07:27:08"", ""07:42:08"", ""11:52:27""]"
38,70,21:34:21,21:49:21,"[21, 20]","[""21:34:21"", ""21:49:21""]"
38,74,13:46:16,14:16:18,"[158, 4, 21]","[""13:46:16"", ""14:01:17"", ""14:16:18""]"
38,77,07:39:45,11:46:58,"[21, 6, 4, 21]","[""07:39:45"", ""09:53:06"", ""10:08:07"", ""11:46:58""]"
38,78,06:10:32,07:18:23,"[21, 60]","[""06:10:32"", ""07:18:23""]"
38,85,02:17:06,07:36:42,"[21, 6, 186, 21]","[""02:17:06"", ""06:49:48"", ""07:21:42"", ""07:36:42""]"
38,88,22:30:45,09:00:36,"[21, 151, 21, 151, 21]","[""22:30:45"", ""02:35:51"", ""02:58:06"", ""08:45:05"", ""09:00:36""]"
38,91,03:49:36,06:01:39,"[21, 159, 21]","[""03:49:36"", ""04:08:44"", ""06:01:39""]"
38,94,03:32:46,11:11:00,"[21, 151]","[""03:32:46"", ""11:11:00""]"
38,96,08:18:28,10:09:01,"[6, 8, 9, 160]","[""08:18:28"", ""08:33:28"", ""09:23:51"", ""10:09:01""]"
38,97,05:17:32,11:57:07,"[160, 9, 21, 144, 21, 9]","[""05:17:32"", ""05:34:35"", ""07:14:08"", ""09:40:09"", ""11:10:56"", ""11:57:07""]"
38,99,11:43:58,12:01:13,"[160, 9]","[""11:43:58"", ""12:01:13""]"
38,101,10:12:39,15:26:52,"[9, 32, 160]","[""10:12:39"", ""11:46:18"", ""15:26:52""]"
38,102,01:01:28,10:51:43,"[160, 41, 4, 25, 144, 148, 21]","[""01:01:28"", ""02:31:39"", ""04:10:07"", ""04:25:07"", ""05:10:26"", ""08:57:47"", ""10:51:43""]"
38,104,05:39:29,15:22:09,"[9, 21, 144, 21, 9, 160]","[""05:39:29"", ""06:24:44"", ""09:48:58"", ""10:49:02"", ""15:07:06"", ""15:22:09""]"
38,105,07:35:50,10:44:15,"[144, 21]","[""07:35:50"", ""10:44:15""]"
38,106,05:03:07,05:18:08,"[0, 99]","[""05:03:07"", ""05:18:08""]"
38,107,09:36:12,10:06:13,"[4, 63]","[""09:36:12"", ""10:06:13""]"
38,108,04:08:38,05:02:07,"[9, 160]","[""04:08:38"", ""05:02:07""]"
38,109,08:09:33,13:08:52,"[161, 9]","[""08:09:33"", ""13:08:52""]"
38,110,01:26:33,15:01:46,"[9, 21, 9, 160]","[""01:26:33"", ""11:21:33"", ""13:56:42"", ""15:01:46""]"
44,1,10:49:38,11:19:39,"[0, 10]","[""10:49:38"", ""11:19:39""]"
44,2,23:16:23,05:54:07,"[150, 10, 0]","[""23:16:23"", ""23:31:53"", ""05:54:07""]"
44,4,02:32:34,14:10:54,"[148, 162, 21, 0, 47, 163]","[""02:32:34"", ""07:47:29"", ""08:32:49"", ""09:10:54"", ""13:55:49"", ""14:10:54""]"
44,6,06:21:08,07:51:08,"[0, 150]","[""06:21:08"", ""07:51:08""]"
44,7,23:32:22,00:02:22,"[167, 99, 0]","[""23:32:22"", ""23:47:22"", ""00:02:22""]"
44,8,05:50:59,11:25:24,"[0, 10]","[""05:50:59"", ""11:25:24""]"
44,10,12:22:33,13:10:59,"[0, 164]","[""12:22:33"", ""13:10:59""]"
44,12,09:25:56,13:32:43,"[168, 25, 0, 41, 47, 0, 11, 10, 150]","[""09:25:56"", ""10:25:58"", ""10:40:58"", ""10:55:58"", ""12:15:38"", ""12:33:28"", ""12:48:28"", ""13:11:08"", ""13:32:43""]"
44,15,23:14:37,12:04:41,"[150, 0, 150]","[""23:14:37"", ""23:44:40"", ""12:04:41""]"
44,16,23:22:31,00:07:31,"[150, 10, 107, 0]","[""23:22:31"", ""23:37:31"", ""23:52:31"", ""00:07:31""]"
44,19,10:24:53,13:09:49,"[41, 0, 165, 10, 150]","[""10:24:53"", ""11:53:41"", ""12:38:41"", ""12:54:49"", ""13:09:49""]"
44,20,07:34:07,12:14:15,"[150, 10, 166, 6, 4, 0, 30, 0, 99, 10, 150]","[""07:34:07"", ""07:52:32"", ""08:22:32"", ""08:37:32"", ""08:52:32"", ""09:37:35"", ""10:23:25"", ""11:16:25"", ""11:31:25"", ""11:58:00"", ""12:14:15""]"
44,21,23:18:23,13:04:09,"[150, 0, 134, 0, 10, 150]","[""23:18:23"", ""23:52:43"", ""02:15:13"", ""02:45:18"", ""12:49:09"", ""13:04:09""]"
44,22,23:20:37,23:55:07,"[150, 0]","[""23:20:37"", ""23:55:07""]"
44,24,23:24:35,11:46:23,"[201, 0, 166, 10, 150]","[""23:24:35"", ""23:51:57"", ""10:26:25"", ""11:31:23"", ""11:46:23""]"
44,25,23:24:36,23:56:06,"[168, 0]","[""23:24:36"", ""23:56:06""]"
44,26,10:37:38,11:11:08,"[166, 0]","[""10:37:38"", ""11:11:08""]"
44,29,10:36:18,13:39:03,"[0, 48, 0, 150]","[""10:36:18"", ""11:06:18"", ""11:21:18"", ""13:39:03""]"
44,30,23:55:42,11:38:59,"[0, 150]","[""23:55:42"", ""11:38:59""]"
44,32,13:21:06,14:06:08,"[0, 167, 150]","[""13:21:06"", ""13:51:06"", ""14:06:08""]"
44,36,13:34:34,13:49:34,"[0, 99]","[""13:34:34"", ""13:49:34""]"
44,38,05:26:04,13:02:31,"[99, 0, 94, 150]","[""05:26:04"", ""05:41:04"", ""12:47:31"", ""13:02:31""]"
44,39,15:00:29,15:30:29,"[0, 11, 167]","[""15:00:29"", ""15:15:29"", ""15:30:29""]"
44,40,23:20:08,23:50:11,"[150, 99, 0]","[""23:20:08"", ""23:35:11"", ""23:50:11""]"
44,41,23:58:23,05:34:00,"[0, 166, 0]","[""23:58:23"", ""05:10:55"", ""05:34:00""]"
44,42,09:40:07,11:50:12,"[44, 0, 10]","[""09:40:07"", ""09:55:07"", ""11:50:12""]"
44,44,23:21:08,23:51:08,"[209, 0]","[""23:21:08"", ""23:51:08""]"
44,48,15:07:08,15:22:08,"[0, 33]","[""15:07:08"", ""15:22:08""]"
44,49,05:18:59,08:44:24,"[34, 33, 0]","[""05:18:59"", ""06:38:59"", ""08:44:24""]"
44,50,11:27:26,12:12:46,"[0, 167, 150]","[""11:27:26"", ""11:57:26"", ""12:12:46""]"
44,51,23:27:32,23:55:30,"[168, 0]","[""23:27:32"", ""23:55:30""]"
44,52,14:05:39,15:46:29,"[0, 38]","[""14:05:39"", ""15:46:29""]"
44,55,01:32:00,01:50:30,"[201, 107]","[""01:32:00"", ""01:50:30""]"
44,60,01:02:55,01:17:55,"[33, 0]","[""01:02:55"", ""01:17:55""]"
44,61,12:23:05,12:55:45,"[0, 164, 150]","[""12:23:05"", ""12:40:45"", ""12:55:45""]"
44,62,23:19:52,13:39:26,"[150, 0, 48, 0, 10, 150]","[""23:19:52"", ""23:53:32"", ""11:55:26"", ""12:10:26"", ""13:24:26"", ""13:39:26""]"
44,63,11:55:36,12:58:01,"[0, 11, 201, 150]","[""11:55:36"", ""12:25:36"", ""12:40:36"", ""12:58:01""]"
44,64,23:18:34,12:58:14,"[150, 164, 0, 150]","[""23:18:34"", ""23:33:34"", ""23:51:44"", ""12:58:14""]"
44,67,03:27:05,09:58:10,"[182, 25, 4, 21, 78, 21, 6]","[""03:27:05"", ""06:22:30"", ""06:52:30"", ""07:07:30"", ""07:22:30"", ""08:14:50"", ""09:58:10""]"
44,68,06:23:36,11:43:36,"[18, 129, 21, 144, 18, 77, 169]","[""06:23:36"", ""06:38:36"", ""06:53:36"", ""08:23:21"", ""10:58:36"", ""11:13:36"", ""11:43:36""]"
44,69,01:57:31,05:47:51,"[63, 77, 0, 18, 21, 6]","[""01:57:31"", ""03:40:46"", ""03:55:46"", ""05:02:06"", ""05:32:51"", ""05:47:51""]"
44,70,06:35:36,12:02:46,"[170, 97, 20, 8, 169]","[""06:35:36"", ""08:37:11"", ""10:32:21"", ""10:47:21"", ""12:02:46""]"
44,72,02:42:05,10:07:44,"[0, 4, 0, 48, 0, 171]","[""02:42:05"", ""03:53:45"", ""05:33:10"", ""06:54:04"", ""08:12:14"", ""10:07:44""]"
52,1,07:51:32,09:40:27,"[4, 20, 138, 20, 49, 173, 25]","[""07:51:32"", ""08:06:43"", ""08:21:52"", ""08:37:05"", ""08:52:19"", ""09:07:28"", ""09:40:27""]"
52,3,23:30:41,00:32:10,"[30, 172]","[""23:30:41"", ""00:32:10""]"
52,6,04:28:19,09:03:42,"[25, 4, 0]","[""04:28:19"", ""04:44:13"", ""09:03:42""]"
52,8,10:09:38,10:25:13,"[0, 13]","[""10:09:38"", ""10:25:13""]"
52,9,12:10:50,14:22:58,"[0, 41, 4, 20, 25]","[""12:10:50"", ""12:26:00"", ""12:53:38"", ""14:07:01"", ""14:22:58""]"
52,13,07:16:13,07:37:23,"[28, 4]","[""07:16:13"", ""07:37:23""]"
52,14,05:26:29,08:53:01,"[0, 25, 6, 30]","[""05:26:29"", ""05:43:02"", ""08:37:57"", ""08:53:01""]"
52,17,07:18:34,07:33:51,"[25, 0]","[""07:18:34"", ""07:33:51""]"
52,18,09:35:15,14:34:44,"[0, 30, 173, 25, 30, 6, 4, 69, 25]","[""09:35:15"", ""09:50:15"", ""10:53:46"", ""11:14:02"", ""12:15:10"", ""12:30:10"", ""12:47:26"", ""14:19:42"", ""14:34:44""]"
52,19,03:22:24,14:35:27,"[25, 4, 92, 41, 51, 25]","[""03:22:24"", ""03:37:24"", ""03:53:10"", ""06:55:05"", ""14:05:27"", ""14:35:27""]"
52,20,09:19:02,10:47:20,"[0, 28, 4, 174]","[""09:19:02"", ""10:00:08"", ""10:15:24"", ""10:47:20""]"
52,21,04:40:06,07:14:13,"[174, 28, 0, 25]","[""04:40:06"", ""05:10:06"", ""05:48:14"", ""07:14:13""]"
52,22,05:31:29,13:18:05,"[61, 138, 20, 93, 20, 6, 118, 119, 4, 25]","[""05:31:29"", ""05:46:29"", ""06:04:49"", ""08:23:07"", ""08:56:35"", ""09:11:45"", ""11:37:35"", ""11:52:35"", ""13:01:03"", ""13:18:05""]"
52,23,12:18:04,17:07:33,"[25, 0, 157, 93, 92, 175, 180, 41, 25]","[""12:18:04"", ""12:48:59"", ""13:03:59"", ""14:15:43"", ""14:30:43"", ""15:00:43"", ""16:37:33"", ""16:52:33"", ""17:07:33""]"
52,24,08:00:15,12:16:35,"[0, 174, 0, 25]","[""08:00:15"", ""09:00:15"", ""11:28:15"", ""12:16:35""]"
52,25,09:23:35,12:16:34,"[25, 0, 6, 171, 6, 30, 25]","[""09:23:35"", ""09:38:36"", ""09:53:36"", ""11:11:54"", ""11:31:30"", ""11:46:30"", ""12:16:34""]"
52,26,06:35:05,07:59:33,"[25, 0, 28, 174]","[""06:35:05"", ""06:50:05"", ""07:05:05"", ""07:59:33""]"
52,28,11:11:03,11:41:03,"[0, 139, 25]","[""11:11:03"", ""11:26:03"", ""11:41:03""]"
52,29,03:31:06,13:15:18,"[25, 30, 6, 4, 69, 6, 4, 20, 25]","[""03:31:06"", ""03:46:06"", ""04:01:06"", ""06:35:36"", ""07:27:34"", ""10:57:38"", ""11:14:24"", ""13:00:18"", ""13:15:18""]"
52,30,09:47:24,14:18:52,"[25, 30, 173, 25]","[""09:47:24"", ""10:03:26"", ""14:03:52"", ""14:18:52""]"
52,31,03:46:06,06:49:16,"[25, 4, 175, 41, 49, 25]","[""03:46:06"", ""04:01:06"", ""04:16:06"", ""06:04:00"", ""06:34:00"", ""06:49:16""]"
52,32,00:22:35,15:12:21,"[25, 28, 4, 174, 4, 25, 28, 4, 174, 25]","[""00:22:35"", ""00:52:35"", ""01:07:35"", ""03:40:24"", ""04:26:34"", ""04:42:54"", ""09:59:27"", ""10:15:09"", ""13:01:37"", ""15:12:21""]"
52,33,10:57:05,09:24:49,"[25, 0, 174, 61, 25, 49, 28, 4]","[""10:57:05"", ""11:27:05"", ""12:49:43"", ""13:49:43"", ""14:05:01"", ""08:50:53"", ""09:09:49"", ""09:24:49""]"
52,34,04:15:36,13:31:00,"[50, 25, 4, 25]","[""04:15:36"", ""04:30:36"", ""09:12:22"", ""13:31:00""]"
52,35,12:36:49,13:06:49,"[158, 25]","[""12:36:49"", ""13:06:49""]"
52,36,03:48:05,12:51:33,"[25, 6, 83, 25]","[""03:48:05"", ""10:33:33"", ""10:51:43"", ""12:51:33""]"
52,37,10:56:30,08:33:54,"[25, 118, 4, 69, 25, 173, 25]","[""10:56:30"", ""11:50:42"", ""12:06:24"", ""13:45:50"", ""14:00:50"", ""08:17:28"", ""08:33:54""]"
52,38,04:06:39,09:07:37,"[25, 0, 28, 174, 25]","[""04:06:39"", ""04:21:39"", ""04:45:44"", ""05:17:19"", ""09:07:37""]"
52,39,22:19:56,05:45:51,"[25, 0, 28, 174, 0, 25, 176, 177, 176]","[""22:19:56"", ""22:34:56"", ""22:51:21"", ""23:40:06"", ""03:02:06"", ""03:17:06"", ""04:56:01"", ""05:14:31"", ""05:45:51""]"
52,40,08:53:25,14:02:57,"[25, 30, 25]","[""08:53:25"", ""09:08:25"", ""14:02:57""]"
52,41,07:27:46,16:09:16,"[4, 25, 173, 25]","[""07:27:46"", ""14:40:41"", ""15:54:16"", ""16:09:16""]"
52,42,05:06:35,07:42:53,"[25, 28, 115, 0, 25]","[""05:06:35"", ""05:21:35"", ""06:22:10"", ""06:58:16"", ""07:42:53""]"
52,43,04:26:52,08:23:08,"[178, 28, 174, 4, 69, 25]","[""04:26:52"", ""04:41:53"", ""05:11:53"", ""07:53:08"", ""08:08:08"", ""08:23:08""]"
52,44,02:09:07,12:20:11,"[176, 177, 158, 25, 0, 179]","[""02:09:07"", ""02:31:17"", ""04:35:12"", ""10:06:31"", ""10:54:06"", ""12:20:11""]"
52,46,10:15:07,10:30:07,"[41, 4]","[""10:15:07"", ""10:30:07""]"
52,47,05:26:37,13:03:23,"[25, 0, 4, 175, 4, 25]","[""05:26:37"", ""05:41:37"", ""06:46:07"", ""07:24:47"", ""12:48:23"", ""13:03:23""]"
52,49,05:49:47,09:33:02,"[25, 4, 20, 4, 93, 180, 4, 61, 25]","[""05:49:47"", ""06:37:57"", ""07:02:27"", ""07:32:27"", ""07:47:27"", ""08:18:02"", ""08:33:02"", ""08:48:02"", ""09:33:02""]"
52,50,08:53:59,10:53:59,"[174, 0, 25]","[""08:53:59"", ""10:38:59"", ""10:53:59""]"
52,51,09:49:38,12:44:48,"[25, 0, 25]","[""09:49:38"", ""10:04:38"", ""12:44:48""]"
52,52,06:25:41,18:14:24,"[25, 20, 138, 4, 139, 25, 73, 4, 179]","[""06:25:41"", ""06:55:42"", ""07:18:57"", ""09:36:17"", ""11:53:57"", ""12:39:12"", ""15:09:27"", ""17:59:24"", ""18:14:24""]"
52,53,09:02:06,11:32:41,"[25, 158, 25]","[""09:02:06"", ""11:17:41"", ""11:32:41""]"
52,54,06:39:08,12:25:48,"[0, 25, 30, 25]","[""06:39:08"", ""06:54:08"", ""11:16:28"", ""12:25:48""]"
52,55,13:08:25,13:23:25,"[30, 25]","[""13:08:25"", ""13:23:25""]"
52,56,02:04:56,19:00:12,"[25, 30, 6, 17, 179, 49, 0, 179, 25, 4, 25]","[""02:04:56"", ""02:19:56"", ""02:34:56"", ""04:10:56"", ""04:41:41"", ""10:08:32"", ""10:42:27"", ""13:21:57"", ""14:57:22"", ""16:06:02"", ""19:00:12""]"
52,57,21:22:05,14:19:59,"[25, 60, 158, 179, 173, 25, 50, 4, 21, 4, 156, 4, 69, 25]","[""21:22:05"", ""22:39:25"", ""23:50:35"", ""00:21:25"", ""06:53:30"", ""07:08:30"", ""09:27:48"", ""09:42:48"", ""12:06:23"", ""12:21:23"", ""12:55:08"", ""13:32:18"", ""13:47:18"", ""14:19:59""]"
52,58,02:34:56,14:07:31,"[176, 177, 172, 181, 25, 0, 25, 179]","[""02:34:56"", ""03:54:56"", ""04:09:56"", ""05:22:06"", ""10:46:31"", ""11:11:01"", ""13:30:46"", ""14:07:31""]"
52,59,10:47:08,11:51:09,"[25, 141, 181]","[""10:47:08"", ""11:36:09"", ""11:51:09""]"
52,60,08:27:36,13:49:42,"[141, 25, 181]","[""08:27:36"", ""08:58:01"", ""13:49:42""]"
52,61,00:51:09,12:27:06,"[182, 181, 174, 158, 181, 141, 25, 115, 28, 115, 0, 181]","[""00:51:09"", ""01:36:54"", ""03:18:44"", ""08:35:31"", ""09:05:31"", ""09:35:31"", ""09:50:31"", ""10:20:31"", ""11:11:11"", ""11:26:11"", ""12:12:06"", ""12:27:06""]"
52,62,04:52:25,06:45:45,"[141, 4, 46, 182, 181]","[""04:52:25"", ""05:22:25"", ""06:13:05"", ""06:28:05"", ""06:45:45""]"
52,63,05:15:36,16:39:56,"[25, 4, 0, 181]","[""05:15:36"", ""05:45:36"", ""09:43:26"", ""16:39:56""]"
52,64,04:49:08,10:22:23,"[141, 183, 200, 0, 25]","[""04:49:08"", ""05:34:08"", ""08:47:43"", ""09:21:28"", ""10:22:23""]"
52,65,04:36:56,13:02:56,"[183, 177, 0, 182, 181]","[""04:36:56"", ""05:06:56"", ""07:16:36"", ""12:47:16"", ""13:02:56""]"
52,66,04:46:04,08:34:09,"[0, 181]","[""04:46:04"", ""08:34:09""]"
52,67,08:44:32,12:45:02,"[181, 141, 231, 0, 181]","[""08:44:32"", ""09:52:32"", ""10:07:32"", ""10:22:32"", ""12:45:02""]"
52,68,02:05:35,09:19:25,"[20, 4, 180, 4, 0, 181, 182]","[""02:05:35"", ""02:20:35"", ""03:19:30"", ""03:34:30"", ""05:52:30"", ""07:08:30"", ""09:19:25""]"
52,69,00:27:36,08:34:44,"[141, 183, 182, 181]","[""00:27:36"", ""00:57:36"", ""08:19:44"", ""08:34:44""]"
52,70,08:39:06,17:20:31,"[141, 25, 0, 17]","[""08:39:06"", ""09:09:06"", ""09:24:06"", ""17:20:31""]"
52,71,03:35:56,17:24:04,"[141, 0, 4, 182, 181, 141, 183, 181]","[""03:35:56"", ""03:50:56"", ""04:05:56"", ""09:52:57"", ""11:11:19"", ""11:26:24"", ""14:02:44"", ""17:24:04""]"
52,72,10:49:26,13:28:56,"[141, 4, 17, 181]","[""10:49:26"", ""11:19:26"", ""12:58:41"", ""13:28:56""]"
52,73,09:20:39,13:47:44,"[181, 0, 25, 141]","[""09:20:39"", ""10:05:39"", ""12:12:54"", ""13:47:44""]"
52,78,11:20:52,11:35:52,"[0, 21]","[""11:20:52"", ""11:35:52""]"
52,79,10:40:39,11:58:47,"[155, 21]","[""10:40:39"", ""11:58:47""]"
52,80,23:25:04,01:25:04,"[21, 18, 184]","[""23:25:04"", ""23:40:04"", ""01:25:04""]"
52,81,23:28:59,00:48:13,"[21, 18, 184]","[""23:28:59"", ""23:43:59"", ""00:48:13""]"
52,82,09:38:16,09:53:16,"[0, 21]","[""09:38:16"", ""09:53:16""]"
52,84,08:50:06,09:53:40,"[232, 186, 21]","[""08:50:06"", ""09:35:06"", ""09:53:40""]"
52,86,11:10:00,13:31:22,"[6, 21]","[""11:10:00"", ""13:31:22""]"
52,87,08:55:26,12:41:18,"[21, 78, 21, 185, 186, 21]","[""08:55:26"", ""09:10:26"", ""09:40:26"", ""10:49:10"", ""12:22:36"", ""12:41:18""]"
52,88,23:34:36,01:10:38,"[21, 0, 184]","[""23:34:36"", ""23:49:36"", ""01:10:38""]"
52,90,05:56:35,09:46:29,"[21, 0, 6, 21]","[""05:56:35"", ""06:26:55"", ""09:16:29"", ""09:46:29""]"
52,91,12:57:27,14:53:32,"[60, 158, 181]","[""12:57:27"", ""13:34:42"", ""14:53:32""]"
52,92,04:39:30,07:10:10,"[49, 4, 180, 41, 4, 175, 41, 25]","[""04:39:30"", ""04:54:30"", ""05:10:40"", ""06:07:55"", ""06:22:55"", ""06:40:10"", ""06:55:10"", ""07:10:10""]"
52,93,10:04:23,03:39:37,"[0, 4, 83, 4, 178, 181, 25]","[""10:04:23"", ""10:19:25"", ""10:41:45"", ""13:38:07"", ""14:08:07"", ""14:38:07"", ""03:39:37""]"
52,94,13:42:37,14:27:37,"[25, 178, 182, 181]","[""13:42:37"", ""13:57:37"", ""14:12:37"", ""14:27:37""]"
52,95,23:58:30,02:56:18,"[141, 172, 177]","[""23:58:30"", ""02:02:13"", ""02:56:18""]"
52,96,11:19:38,11:49:38,"[30, 181]","[""11:19:38"", ""11:49:38""]"
52,97,04:06:38,06:45:18,"[0, 138, 4, 41, 118, 20]","[""04:06:38"", ""04:22:33"", ""05:09:14"", ""06:15:14"", ""06:30:14"", ""06:45:18""]"
52,103,05:06:37,09:14:43,"[21, 188, 21]","[""05:06:37"", ""07:39:03"", ""09:14:43""]"
52,104,05:02:00,07:36:03,"[21, 0]","[""05:02:00"", ""07:36:03""]"
67,2,15:59:30,16:29:30,"[0, 40]","[""15:59:30"", ""16:29:30""]"
67,5,15:07:36,16:22:46,"[0, 83, 4, 83, 0]","[""15:07:36"", ""15:37:42"", ""15:52:42"", ""16:07:43"", ""16:22:46""]"
67,6,13:56:59,15:45:15,"[0, 195, 0]","[""13:56:59"", ""14:11:59"", ""15:45:15""]"
67,16,20:19:59,20:35:03,"[191, 0]","[""20:19:59"", ""20:35:03""]"
67,30,00:28:35,13:02:58,"[0, 164]","[""00:28:35"", ""13:02:58""]"
67,32,08:53:58,14:21:05,"[0, 193]","[""08:53:58"", ""14:21:05""]"
67,38,00:39:52,10:21:54,"[0, 194]","[""00:39:52"", ""10:21:54""]"
67,40,12:50:51,13:06:10,"[83, 18]","[""12:50:51"", ""13:06:10""]"
67,41,03:14:04,03:29:04,"[0, 83]","[""03:14:04"", ""03:29:04""]"
67,42,10:33:52,11:04:50,"[83, 6, 0]","[""10:33:52"", ""10:49:49"", ""11:04:50""]"
67,43,13:50:41,14:46:48,"[83, 0, 35, 0]","[""13:50:41"", ""14:07:50"", ""14:24:23"", ""14:46:48""]"
67,45,14:16:41,14:31:41,"[124, 0]","[""14:16:41"", ""14:31:41""]"
67,47,10:40:29,11:31:59,"[6, 83, 0]","[""10:40:29"", ""11:01:58"", ""11:31:59""]"
67,48,01:07:34,02:30:22,"[0, 83]","[""01:07:34"", ""02:30:22""]"
67,49,17:36:29,02:49:13,"[0, 83]","[""17:36:29"", ""02:49:13""]"
67,50,13:28:57,13:46:58,"[6, 0]","[""13:28:57"", ""13:46:58""]"
67,51,01:21:35,01:36:35,"[0, 83]","[""01:21:35"", ""01:36:35""]"
67,53,07:44:34,07:59:34,"[83, 0]","[""07:44:34"", ""07:59:34""]"
67,54,05:25:05,11:39:21,"[4, 83, 0]","[""05:25:05"", ""11:24:20"", ""11:39:21""]"
67,55,02:56:11,03:11:11,"[0, 6]","[""02:56:11"", ""03:11:11""]"
67,56,03:20:20,05:05:23,"[0, 83, 4]","[""03:20:20"", ""03:35:21"", ""05:05:23""]"
67,57,13:15:53,13:30:53,"[83, 0]","[""13:15:53"", ""13:30:53""]"
67,58,05:16:29,05:46:29,"[125, 6, 4]","[""05:16:29"", ""05:31:29"", ""05:46:29""]"
67,60,03:07:37,03:22:37,"[0, 83]","[""03:07:37"", ""03:22:37""]"
67,61,13:06:28,10:09:23,"[83, 0, 171, 4]","[""13:06:28"", ""13:21:28"", ""04:22:36"", ""10:09:23""]"
67,63,02:18:58,02:33:58,"[0, 83]","[""02:18:58"", ""02:33:58""]"
67,64,12:47:57,13:02:57,"[83, 0]","[""12:47:57"", ""13:02:57""]"
67,65,04:09:22,04:39:22,"[0, 83]","[""04:09:22"", ""04:39:22""]"
67,66,11:26:04,11:41:04,"[83, 18]","[""11:26:04"", ""11:41:04""]"
67,67,03:39:06,03:54:06,"[0, 171]","[""03:39:06"", ""03:54:06""]"
67,68,12:46:24,13:01:24,"[83, 0]","[""12:46:24"", ""13:01:24""]"
67,70,00:46:52,01:01:52,"[0, 83]","[""00:46:52"", ""01:01:52""]"
67,71,02:54:55,03:09:55,"[0, 83]","[""02:54:55"", ""03:09:55""]"
67,73,13:11:35,13:26:35,"[83, 0]","[""13:11:35"", ""13:26:35""]"
67,74,00:46:57,01:16:58,"[0, 83]","[""00:46:57"", ""01:16:58""]"
67,78,01:52:35,02:07:35,"[0, 83]","[""01:52:35"", ""02:07:35""]"
67,79,13:43:05,13:58:05,"[83, 0]","[""13:43:05"", ""13:58:05""]"
67,81,13:10:22,13:26:22,"[83, 0]","[""13:10:22"", ""13:26:22""]"
67,82,14:13:23,14:28:23,"[83, 0]","[""14:13:23"", ""14:28:23""]"
67,83,02:14:58,02:29:58,"[0, 171]","[""02:14:58"", ""02:29:58""]"
67,84,03:40:56,03:55:56,"[0, 83]","[""03:40:56"", ""03:55:56""]"
67,85,13:38:05,13:53:13,"[6, 0]","[""13:38:05"", ""13:53:13""]"
67,86,13:54:51,14:10:35,"[83, 0]","[""13:54:51"", ""14:10:35""]"
67,87,00:43:53,00:58:53,"[0, 83]","[""00:43:53"", ""00:58:53""]"
67,88,03:09:55,03:24:55,"[0, 83]","[""03:09:55"", ""03:24:55""]"
67,90,01:59:05,02:14:05,"[18, 83]","[""01:59:05"", ""02:14:05""]"
67,91,03:39:43,03:54:43,"[0, 83]","[""03:39:43"", ""03:54:43""]"
67,92,13:42:28,13:58:39,"[83, 0]","[""13:42:28"", ""13:58:39""]"
