frequency,traj_ids,source,avg_start_hour,time_entropy,peak_period,path_length,spatial_length,center_x,center_y,spatial_entropy,path,poi_types,dominant_poi,poi_entropy
7,"[[104, 81], [35, 24], [38, 21], [38, 36], [38, 69], [44, 67], [52, 87]]","[""NDTTJ"", ""NDTTT""]",8.53,2.522,night,8,0.061,116.303638,39.971344,2.0,"[78, 21, 78, 21, 78, 21, 78, 21]","[""商务住宅"", ""餐饮服务""]",商务住宅,1.0
7,"[[104, 81], [35, 24], [38, 21], [38, 36], [38, 69], [44, 67], [52, 87]]","[""NDTTT""]",8.53,2.522,night,9,0.07,116.303251,39.971637,1.982,"[78, 21, 78, 21, 78, 21, 78, 21, 78]","[""商务住宅"", ""餐饮服务""]",商务住宅,0.991
7,"[[104, 81], [35, 24], [38, 21], [38, 36], [38, 69], [44, 67], [52, 87]]","[""NDTTT""]",8.53,2.522,night,10,0.079,116.303638,39.971344,2.0,"[78, 21, 78, 21, 78, 21, 78, 21, 78, 21]","[""商务住宅"", ""餐饮服务""]",商务住宅,1.0
7,"[[104, 81], [35, 24], [38, 21], [38, 36], [38, 69], [44, 67], [52, 87]]","[""NDTTT""]",8.53,2.522,night,11,0.087,116.303321,39.971583,1.988,"[78, 21, 78, 21, 78, 21, 78, 21, 78, 21, 78]","[""商务住宅"", ""餐饮服务""]",商务住宅,0.994
7,"[[104, 81], [35, 24], [38, 21], [38, 36], [38, 69], [44, 67], [52, 87]]","[""NDTTT""]",8.53,2.522,night,12,0.096,116.303638,39.971344,2.0,"[78, 21, 78, 21, 78, 21, 78, 21, 78, 21, 78, 21]","[""商务住宅"", ""餐饮服务""]",商务住宅,1.0
6,"[[35, 30], [35, 35], [35, 42], [35, 44], [35, 51], [35, 62]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",21.51,0.0,night,3,0.069,116.314014,39.991897,3.17,"[83, 0, 1]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.585
5,"[[35, 33], [35, 48], [35, 58], [35, 67], [35, 74]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",21.4,0.0,night,3,0.044,116.325376,39.978086,3.17,"[83, 0, 40]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
5,"[[35, 33], [35, 48], [35, 58], [35, 67], [35, 74]]","[""NDTTJ"", ""NDTTT""]",21.4,0.0,night,4,0.085,116.31956,39.977915,3.0,"[83, 0, 40, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.811
5,"[[35, 33], [35, 48], [35, 58], [35, 67], [35, 74]]","[""NDTTJ"", ""NDTTT""]",21.4,0.0,night,5,0.114,116.321853,39.978821,3.044,"[83, 0, 40, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
5,"[[35, 33], [35, 48], [35, 58], [35, 67], [35, 74]]","[""NDTTJ"", ""NDTTT""]",21.4,0.0,night,6,0.129,116.325376,39.978086,3.17,"[83, 0, 40, 83, 0, 40]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
5,"[[35, 33], [35, 48], [35, 58], [35, 67], [35, 74]]","[""NDTTJ"", ""NDTTT""]",21.4,0.0,night,7,0.17,116.322053,39.977988,3.113,"[83, 0, 40, 83, 0, 40, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.863
5,"[[35, 33], [35, 48], [35, 58], [35, 67], [35, 74]]","[""NDTTJ"", ""NDTTT""]",21.4,0.0,night,8,0.199,116.323174,39.978545,3.123,"[83, 0, 40, 83, 0, 40, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.954
5,"[[35, 33], [35, 48], [35, 58], [35, 67], [35, 74]]","[""NDTTT""]",21.4,0.0,night,9,0.213,116.325376,39.978086,3.17,"[83, 0, 40, 83, 0, 40, 83, 0, 40]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
5,"[[35, 33], [35, 48], [35, 58], [35, 67], [35, 74]]","[""NDTTT""]",21.4,0.0,night,10,0.254,116.32305,39.978018,3.142,"[83, 0, 40, 83, 0, 40, 83, 0, 40, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.881
5,"[[35, 33], [35, 48], [35, 58], [35, 67], [35, 74]]","[""NDTTT""]",21.4,0.0,night,11,0.284,116.323775,39.97842,3.145,"[83, 0, 40, 83, 0, 40, 83, 0, 40, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.946
5,"[[35, 33], [35, 48], [35, 58], [35, 67], [35, 74]]","[""NDTTT""]",21.4,0.0,night,12,0.298,116.325376,39.978086,3.17,"[83, 0, 40, 83, 0, 40, 83, 0, 40, 83, 0, 40]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
4,"[[35, 60], [35, 65], [67, 5], [74, 75]]","[""NDTTJ"", ""NDTTT""]",17.01,2.0,midday,3,0.059,116.311748,39.979084,1.837,"[83, 0, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
4,"[[35, 60], [35, 65], [67, 5], [74, 75]]","[""NDTTJ"", ""NDTTT""]",17.01,2.0,midday,4,0.088,116.316567,39.979924,2.0,"[83, 0, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
4,"[[35, 60], [35, 65], [67, 5], [74, 75]]","[""NDTTJ"", ""NDTTT""]",17.01,2.0,midday,5,0.117,116.313676,39.97942,1.942,"[83, 0, 83, 0, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
4,"[[35, 60], [35, 65], [67, 5], [74, 75]]","[""NDTTJ"", ""NDTTT""]",17.01,2.0,midday,6,0.147,116.316567,39.979924,2.0,"[83, 0, 83, 0, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
4,"[[35, 60], [35, 65], [67, 5], [74, 75]]","[""NDTTJ"", ""NDTTT""]",17.01,2.0,midday,7,0.176,116.314502,39.979564,1.97,"[83, 0, 83, 0, 83, 0, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.985
4,"[[35, 60], [35, 65], [67, 5], [74, 75]]","[""NDTTJ"", ""NDTTT""]",17.01,2.0,midday,8,0.205,116.316567,39.979924,2.0,"[83, 0, 83, 0, 83, 0, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
4,"[[35, 60], [35, 65], [67, 5], [74, 75]]","[""NDTTT""]",17.01,2.0,midday,9,0.235,116.314961,39.979644,1.982,"[83, 0, 83, 0, 83, 0, 83, 0, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.991
4,"[[35, 60], [35, 65], [67, 5], [74, 75]]","[""NDTTT""]",17.01,2.0,midday,10,0.264,116.316567,39.979924,2.0,"[83, 0, 83, 0, 83, 0, 83, 0, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
4,"[[35, 60], [35, 65], [67, 5], [74, 75]]","[""NDTTT""]",17.01,2.0,midday,11,0.293,116.315253,39.979695,1.988,"[83, 0, 83, 0, 83, 0, 83, 0, 83, 0, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
4,"[[35, 60], [35, 65], [67, 5], [74, 75]]","[""NDTTT""]",17.01,2.0,midday,12,0.323,116.316567,39.979924,2.0,"[83, 0, 83, 0, 83, 0, 83, 0, 83, 0, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
29,"[[35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 37], [35, 42], [35, 44], [35, 45], [35, 49], [35, 50], [35, 51], [35, 52], [35, 55], [35, 57], [35, 58], [35, 62], [35, 63], [35, 64], [35, 65], [35, 69], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",21.02,0.994,night,3,0.039,116.318107,39.980513,2.503,"[83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
26,"[[35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 42], [35, 44], [35, 45], [35, 49], [35, 51], [35, 52], [35, 55], [35, 57], [35, 58], [35, 62], [35, 63], [35, 64], [35, 69], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.93,0.845,night,4,0.049,116.321336,39.980996,2.311,"[83, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
6,"[[35, 30], [35, 35], [35, 42], [35, 44], [35, 51], [35, 62]]","[""NDTTJ"", ""NDTTT""]",21.51,0.0,night,5,0.089,116.31885,39.987966,3.293,"[83, 0, 115, 0, 1]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.522
26,"[[35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 42], [35, 44], [35, 45], [35, 49], [35, 51], [35, 52], [35, 55], [35, 57], [35, 58], [35, 62], [35, 63], [35, 64], [35, 69], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.93,0.845,night,5,0.059,116.321306,39.981135,2.244,"[83, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
26,"[[35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 42], [35, 44], [35, 45], [35, 49], [35, 51], [35, 52], [35, 55], [35, 57], [35, 58], [35, 62], [35, 63], [35, 64], [35, 69], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.93,0.845,night,6,0.069,116.322926,39.981353,2.109,"[83, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
6,"[[35, 30], [35, 35], [35, 42], [35, 44], [35, 51], [35, 62]]","[""NDTTJ"", ""NDTTT""]",21.51,0.0,night,7,0.109,116.320923,39.98628,2.991,"[83, 0, 115, 0, 115, 0, 1]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.449
26,"[[35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 42], [35, 44], [35, 45], [35, 49], [35, 51], [35, 52], [35, 55], [35, 57], [35, 58], [35, 62], [35, 63], [35, 64], [35, 69], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.93,0.845,night,7,0.079,116.322677,39.981402,2.04,"[83, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.985
26,"[[35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 42], [35, 44], [35, 45], [35, 49], [35, 51], [35, 52], [35, 55], [35, 57], [35, 58], [35, 62], [35, 63], [35, 64], [35, 69], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.93,0.845,night,8,0.089,116.323721,39.981532,1.949,"[83, 0, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
6,"[[35, 30], [35, 35], [35, 42], [35, 44], [35, 51], [35, 62]]","[""NDTTT""]",21.51,0.0,night,9,0.129,116.322075,39.985344,2.739,"[83, 0, 115, 0, 115, 0, 115, 0, 1]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.392
26,"[[35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 42], [35, 44], [35, 45], [35, 49], [35, 51], [35, 52], [35, 55], [35, 57], [35, 58], [35, 62], [35, 63], [35, 64], [35, 69], [35, 70], [35, 71]]","[""NDTTT""]",20.93,0.845,night,9,0.098,116.323439,39.98155,1.895,"[83, 0, 115, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.991
26,"[[35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 42], [35, 44], [35, 45], [35, 49], [35, 51], [35, 52], [35, 55], [35, 57], [35, 58], [35, 62], [35, 63], [35, 64], [35, 69], [35, 70], [35, 71]]","[""NDTTT""]",20.93,0.845,night,10,0.108,116.324198,39.981639,1.83,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
6,"[[35, 30], [35, 35], [35, 42], [35, 44], [35, 51], [35, 62]]","[""NDTTT""]",21.51,0.0,night,11,0.148,116.322808,39.984749,2.543,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 0, 1]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.349
26,"[[35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 42], [35, 44], [35, 45], [35, 49], [35, 51], [35, 52], [35, 55], [35, 57], [35, 58], [35, 62], [35, 63], [35, 64], [35, 69], [35, 70], [35, 71]]","[""NDTTT""]",20.93,0.845,night,11,0.118,116.323924,39.981644,1.788,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
26,"[[35, 19], [35, 21], [35, 22], [35, 27], [35, 28], [35, 29], [35, 3], [35, 30], [35, 34], [35, 35], [35, 36], [35, 42], [35, 44], [35, 45], [35, 49], [35, 51], [35, 52], [35, 55], [35, 57], [35, 58], [35, 62], [35, 63], [35, 64], [35, 69], [35, 70], [35, 71]]","[""NDTTT""]",20.93,0.845,night,12,0.128,116.324516,39.98171,1.739,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
10,"[[35, 22], [35, 28], [35, 30], [35, 35], [35, 45], [35, 52], [35, 57], [35, 63], [35, 70], [35, 71]]","[""NDTTT""]",21.45,0.722,night,12,0.141,116.325513,39.981041,2.467,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 0, 115, 40]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.138,116.322106,39.98129,2.133,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
7,"[[35, 22], [35, 28], [35, 29], [35, 34], [35, 57], [35, 63], [35, 70]]","[""NDTTT""]",19.42,1.149,night,11,0.155,116.321703,39.984535,2.543,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.349
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.195,116.32166,39.984298,2.467,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.325
6,"[[35, 21], [35, 27], [35, 45], [35, 49], [35, 52], [35, 69]]","[""NDTTT""]",21.55,0.918,night,11,0.152,116.32221,39.984724,2.361,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 0, 117]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
10,"[[35, 22], [35, 28], [35, 30], [35, 35], [35, 45], [35, 52], [35, 57], [35, 63], [35, 70], [35, 71]]","[""NDTTT""]",21.45,0.722,night,10,0.121,116.325395,39.980836,2.644,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 40]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,10,0.118,116.321306,39.981135,2.244,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.147,116.32219,39.981254,2.179,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.157,116.322106,39.98129,2.133,"[83, 0, 115, 0, 115, 0, 115, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
7,"[[35, 22], [35, 28], [35, 29], [35, 34], [35, 57], [35, 63], [35, 70]]","[""NDTTT""]",19.42,1.149,night,9,0.135,116.320725,39.985083,2.739,"[83, 0, 115, 0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.392
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.175,116.320771,39.984744,2.644,"[83, 0, 115, 0, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.361
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.185,116.321703,39.984535,2.543,"[83, 0, 115, 0, 115, 0, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.349
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.195,116.32166,39.984298,2.467,"[83, 0, 115, 0, 115, 0, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.325
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.231,116.319624,39.986948,2.825,"[83, 0, 115, 0, 115, 0, 115, 0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.483
6,"[[35, 21], [35, 27], [35, 45], [35, 49], [35, 52], [35, 69]]","[""NDTTT""]",21.55,0.918,night,9,0.132,116.321344,39.985314,2.517,"[83, 0, 115, 0, 115, 0, 115, 0, 117]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
10,"[[35, 22], [35, 28], [35, 30], [35, 35], [35, 45], [35, 52], [35, 57], [35, 63], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.45,0.722,night,8,0.102,116.325217,39.980528,2.873,"[83, 0, 115, 0, 115, 0, 115, 40]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.954
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,8,0.098,116.320107,39.980902,2.373,"[83, 0, 115, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.954
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,9,0.128,116.32132,39.981073,2.295,"[83, 0, 115, 0, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.991
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,10,0.137,116.321306,39.981135,2.244,"[83, 0, 115, 0, 115, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.147,116.32219,39.981254,2.179,"[83, 0, 115, 0, 115, 0, 115, 83, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.157,116.322106,39.98129,2.133,"[83, 0, 115, 0, 115, 0, 115, 83, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.157,116.319561,39.980796,2.418,"[83, 0, 115, 0, 115, 0, 115, 83, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.946
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.186,116.320516,39.980933,2.366,"[83, 0, 115, 0, 115, 0, 115, 83, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
7,"[[35, 22], [35, 28], [35, 29], [35, 34], [35, 57], [35, 63], [35, 70]]","[""NDTTJ"", ""NDTTT""]",19.42,1.149,night,7,0.115,116.319188,39.985944,2.991,"[83, 0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.449
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,8,0.155,116.319437,39.985413,2.873,"[83, 0, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.406
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.165,116.320725,39.985083,2.739,"[83, 0, 115, 0, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.392
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.175,116.320771,39.984744,2.644,"[83, 0, 115, 0, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.361
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.185,116.321703,39.984535,2.543,"[83, 0, 115, 0, 115, 0, 116, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.349
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.195,116.32166,39.984298,2.467,"[83, 0, 115, 0, 115, 0, 116, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.325
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.231,116.319624,39.986948,2.825,"[83, 0, 115, 0, 115, 0, 116, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.483
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.211,116.318328,39.987924,3.003,"[83, 0, 115, 0, 115, 0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.522
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.251,116.318588,39.987357,2.919,"[83, 0, 115, 0, 115, 0, 116, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.495
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.261,116.319624,39.986948,2.825,"[83, 0, 115, 0, 115, 0, 116, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",商务住宅,1.483
6,"[[35, 21], [35, 27], [35, 45], [35, 49], [35, 52], [35, 69]]","[""NDTTJ"", ""NDTTT""]",21.55,0.918,night,7,0.113,116.319983,39.986242,2.705,"[83, 0, 115, 0, 115, 0, 117]","[""商务住宅"", ""科教文化服务""]",商务住宅,1.0
10,"[[35, 22], [35, 28], [35, 30], [35, 35], [35, 45], [35, 52], [35, 57], [35, 63], [35, 70], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.45,0.722,night,6,0.082,116.324921,39.980014,3.17,"[83, 0, 115, 0, 115, 40]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,6,0.078,116.318107,39.980513,2.503,"[83, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,7,0.108,116.319952,39.980789,2.42,"[83, 0, 115, 0, 115, 83, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.985
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",20.24,0.439,night,8,0.118,116.320107,39.980902,2.373,"[83, 0, 115, 0, 115, 83, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.954
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,9,0.128,116.32132,39.981073,2.295,"[83, 0, 115, 0, 115, 83, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.991
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,10,0.137,116.321306,39.981135,2.244,"[83, 0, 115, 0, 115, 83, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.971
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.147,116.32219,39.981254,2.179,"[83, 0, 115, 0, 115, 83, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.994
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,12,0.157,116.322106,39.98129,2.133,"[83, 0, 115, 0, 115, 83, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.98
11,"[[35, 27], [35, 29], [35, 34], [35, 36], [35, 44], [35, 45], [35, 49], [35, 57], [35, 62], [35, 64], [35, 71]]","[""NDTTT""]",20.24,0.439,night,11,0.157,116.319561,39.980796,2.418,"[83, 0, 115, 0, 115, 83, 0, 115, 0, 115, 83]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.946
